Ticker,volume,volumeAvg,openPrice,closePrice,highPrice,lowPrice,unixTimestamp,numTransactions
SDY,297517.0,128.9254,128.75,128.65,129.57,127.93,2023-02-16,4424.0
AKAN,380299.1,2.723,2.552,2.68,2.935,2.52,2023-02-16,3752.0
MIO,44402.0,11.0553,11.17,10.99,11.17,10.99,2023-02-16,184.0
ENLC,2254572.0,12.4008,12.34,12.34,12.59,12.21,2023-02-16,12994.0
MHN,39919.0,10.5523,10.63,10.51,10.63,10.51,2023-02-16,232.0
VPU,157204.0,148.0614,147.8,148.08,148.67,146.58,2023-02-16,2623.0
PMAR,22397.0,31.3986,31.35,31.3965,31.42,31.35,2023-02-16,122.0
CLF,10921956.0,20.7104,20.3,20.59,21.0596,20.24,2023-02-16,64369.0
KSM,36155.0,8.5526,8.56,8.53,8.57,8.53,2023-02-16,236.0
RITMpB,39894.0,22.3732,22.15,22.4,22.6,22.08,2023-02-16,197.0
PBH,225120.0,60.6796,59.91,60.76,61.1,59.7,2023-02-16,5234.0
SLCA,569681.0,11.975200000000001,11.67,12.04,12.15,11.585,2023-02-16,7022.0
VBNK,1441.0,7.5134,7.42,7.44,7.55,7.42,2023-02-16,25.0
NWL,5060479.0,15.3623,14.86,15.3,15.605,14.735,2023-02-16,41794.0
SERA,19110235.0,2.7832,2.09,2.96,3.25,2.08,2023-02-16,59235.0
NVT,1296191.0,45.8692,45.16,45.81,46.24,45.011,2023-02-16,13925.0
TMFS,4622.0,27.4531,26.88,27.2852,27.6,26.88,2023-02-16,45.0
NMI,13542.0,9.6247,9.58,9.65,9.65,9.5001,2023-02-16,29.0
AELpB,16193.0,24.8207,24.89,24.85,25.0721,24.5101,2023-02-16,509.0
BHE,181500.0,24.9976,24.91,25.01,25.11,24.78,2023-02-16,3748.0
DEM,204973.0,37.6981,37.58,37.65,37.82,37.44,2023-02-16,1451.0
NKTX,247994.0,5.1303,5.28,5.06,5.28,5.03,2023-02-16,3564.0
MNOV,24365.0,2.29,2.32,2.27,2.37,2.23,2023-02-16,250.0
LHCG,2725345.0,169.2102,169.7,168.72,169.7,167.86,2023-02-16,18475.0
ARLP,692433.0,21.665399999999998,21.54,21.57,22.05,21.32,2023-02-16,5269.0
IVT,284918.0,24.5971,24.27,24.58,24.87,24.27,2023-02-16,3778.0
KRNT,588621.0,22.4312,23.24,21.76,23.385,21.76,2023-02-16,10005.0
ARRpC,6315.0,21.255,21.25,21.2974,21.3,21.1501,2023-02-16,60.0
DFAE,596129.0,23.2263,23.07,23.21,23.32,23.04,2023-02-16,2139.0
GPC,831998.0,179.2091,178.88,179.15,180.46,178.065,2023-02-16,17211.0
HYLD,9380.0,26.8834,26.8,26.79,26.99,26.79,2023-02-16,76.0
AHTpF,1197.0,18.237,18.5,18.45,18.5,17.7377,2023-02-16,15.0
PED,121647.0,1.0008,1.02,1.01,1.02,0.99,2023-02-16,349.0
BDC,236498.0,89.2958,89.84,89.5,90.46,88.89,2023-02-16,6027.0
CADE,1602771.0,27.4816,27.44,27.38,27.67,27.11,2023-02-16,14161.0
BXC,77640.0,90.7957,89.42,90.46,92.07,88.61,2023-02-16,2241.0
GLP,66879.0,36.907,37.0,36.64,37.12,36.59,2023-02-16,1039.0
FVC,11936.0,35.8824,35.53,35.6,36.05,35.53,2023-02-16,101.0
GOOD,223979.0,16.3954,16.28,16.36,16.5679,16.2,2023-02-16,3733.0
UEC,5318539.0,4.0335,3.99,3.9699999999999998,4.1,3.9699999999999998,2023-02-16,17822.0
ALL,1539377.0,137.9092,136.0,137.1,139.02,135.73,2023-02-16,29082.0
ENX,48515.0,9.4519,9.5,9.42,9.51,9.36,2023-02-16,238.0
CFRX,466475.0,4.3599,3.95,4.03,4.9,3.86,2023-02-16,3095.0
ACCD,835687.0,11.9186,12.27,11.88,12.3841,11.58,2023-02-16,8580.0
IPO,34592.0,30.8374,30.58,30.4,31.25,30.38,2023-02-16,470.0
HE,384844.0,41.4334,41.02,41.38,41.77,40.77,2023-02-16,6978.0
FOX,1065899.0,34.1077,33.93,33.99,34.42,33.85,2023-02-16,14429.0
EEMV,894746.0,54.1354,53.7,54.06,54.28,53.7,2023-02-16,4500.0
MDLZ,6419554.0,65.4515,64.99,65.68,65.755,64.43,2023-02-16,56464.0
HIMS,2425090.0,9.7761,9.78,9.62,10.035,9.5825,2023-02-16,21557.0
XPO,1536755.0,37.7412,37.2,37.57,38.26,36.69,2023-02-16,18585.0
JOB,816500.0,0.44620000000000004,0.45,0.445,0.45480000000000004,0.44010000000000005,2023-02-16,1953.0
ROOF,2985.0,20.4167,20.39,20.4618,20.57,20.37,2023-02-16,45.0
WANT,73846.0,24.9794,25.17,24.47,25.957,24.46,2023-02-16,660.0
PRPO,3229.85,17.086,16.4,17.099,17.4,16.4,2023-02-16,333.0
NVST,1936227.0,39.2862,39.55,39.0,39.815,38.97,2023-02-16,22415.0
INCY,1135207.0,78.543,79.48,78.24,79.71,78.2,2023-02-16,18675.0
NXTG,18829.0,67.7017,67.4,67.54,68.1401,67.4,2023-02-16,351.0
JKS,465328.0,52.7456,53.0,52.05,53.8699,52.02,2023-02-16,6401.0
LTCH,344578.0,0.9432,0.9198000000000001,0.93,0.991,0.893,2023-02-16,1346.0
WRN,135695.0,1.5712000000000002,1.55,1.57,1.605,1.53,2023-02-16,461.0
BEPpA,399.0,20.8351,20.87,20.87,20.87,20.87,2023-02-16,5.0
DSL,269074.0,12.1749,12.1,12.15,12.25,12.1,2023-02-16,1200.0
ALLK,797716.0,6.2545,6.27,6.26,6.33,6.16,2023-02-16,8381.0
BFS,13900.0,41.3587,41.24,41.33,41.71,41.0872,2023-02-16,595.0
BTU,6237790.0,29.8593,29.5,29.55,30.42,29.42,2023-02-16,52701.0
NABL,281250.0,10.1053,10.18,10.09,10.24,9.92,2023-02-16,4252.0
UMHpD,21293.0,22.4807,22.58,22.4002,22.58,22.4002,2023-02-16,111.0
PLRX,310897.0,30.7321,30.96,30.56,31.24,30.42,2023-02-16,5841.0
QTEC,96239.0,125.5089,125.09,124.27,126.32,124.1511,2023-02-16,1074.0
CIR,80577.0,26.7885,26.74,26.81,27.0,26.32,2023-02-16,1751.0
BBAX,219506.0,51.4449,51.24,51.4,51.72,51.06,2023-02-16,768.0
DWAT,1559.0,10.3511,10.33,10.3273,10.42,10.3201,2023-02-16,6.0
DM,1647627.0,1.8232,1.8,1.8,1.88,1.745,2023-02-16,4971.0
FANH,42696.0,7.7501,7.8,7.76,7.86,7.645,2023-02-16,357.0
IDT,173918.0,31.943,32.2,31.46,32.49,31.34,2023-02-16,2638.0
IBHG,18908.0,21.7704,21.78,21.7,21.79,21.7,2023-02-16,89.0
SGOV,1744496.0,100.3038,100.3,100.3,100.31,100.29,2023-02-16,4849.0
IRS,147159.9497,7.4824,7.2566,7.4186,7.6454,7.2242,2023-02-16,1291.0
EOD,60804.0,4.8966,4.91,4.85,4.96,4.84,2023-02-16,315.0
PSApO,10925.0,17.634,17.78,17.62,17.78,17.6,2023-02-16,121.0
STSA,363628.0,0.9904000000000001,0.96,0.9799,1.03,0.9400000000000001,2023-02-16,884.0
XBIT,10674.0,3.7068,3.61,3.56,3.7737,3.56,2023-02-16,157.0
STC,162130.0,45.6405,45.89,45.22,46.505,45.13,2023-02-16,3347.0
PLNT,1204749.0,81.2814,82.0,80.27,82.44,80.25,2023-02-16,20028.0
BTMD,16599.0,4.7374,4.83,4.75,4.83,4.7,2023-02-16,181.0
BSX,6152224.0,46.7117,46.79,46.48,46.98,46.425,2023-02-16,47464.0
NKE,4722184.0,125.4338,125.43,124.38,127.21,124.1101,2023-02-16,64173.0
YCBDpA,10497.0,4.3323,4.34,4.28,4.37,4.26,2023-02-16,62.0
KFS,20307.0,8.9671,8.97,8.98,9.0801,8.82,2023-02-16,444.0
IBKR,1529423.0,87.7233,86.85,87.45,88.88,86.74,2023-02-16,25903.0
CCRD,85591.0,33.6745,33.56,34.36,35.46,30.0,2023-02-16,1292.0
NIU,256761.0,4.8744,4.88,4.76,4.99,4.76,2023-02-16,2045.0
RGA,339020.0,148.9236,147.16,148.22,150.02,146.63,2023-02-16,8250.0
FXZ,99110.0,70.1455,69.08,69.82,70.63,69.08,2023-02-16,990.0
ESTE,1875628.0,13.7161,13.43,13.36,14.02,13.35,2023-02-16,14311.0
JCE,36687.0,13.1932,13.19,13.14,13.3169,13.11,2023-02-16,197.0
BGS,719640.0,12.4573,12.54,12.42,12.585,12.33,2023-02-16,9509.0
TFSL,130314.0,14.407,14.38,14.39,14.48,14.305,2023-02-16,3344.0
OZK,425735.0,47.1125,46.93,47.02,47.41,46.56,2023-02-16,8347.0
BGX,90013.0,11.6684,11.73,11.72,11.74,11.56,2023-02-16,273.0
MSpE,42291.0,25.5219,25.5,25.49,25.55,25.4505,2023-02-16,310.0
APA,4574351.0,40.7487,41.22,40.14,41.53,40.115,2023-02-16,47336.0
PEAR,139027.0,1.0664,1.04,1.04,1.12,1.02,2023-02-16,1070.0
UNCY,91931.0,0.5303,0.56,0.523,0.56,0.523,2023-02-16,115.0
ATLO,42855.0,24.3885,24.4,24.33,24.49,24.21,2023-02-16,548.0
CLSA,46745.0,19.049,18.99,18.98,19.11,18.8899,2023-02-16,86.0
SGHC,271392.0,3.9823,3.98,3.91,4.05,3.89,2023-02-16,2362.0
USAS,259857.0,0.5028,0.51,0.51,0.5195000000000001,0.485,2023-02-16,691.0
RA,175778.0,17.71,17.59,17.59,17.808,17.58,2023-02-16,1466.0
AVNS,174185.0,29.9647,29.65,30.05,30.26,29.37,2023-02-16,3238.0
BBLN,22976.0,10.4377,10.86,10.14,10.9499,10.01,2023-02-16,389.0
HR,2988595.0,20.8942,20.65,20.92,21.145,20.51,2023-02-16,21099.0
CLSK,6799437.0,3.5148,3.46,3.39,3.68,3.345,2023-02-16,26965.0
CXSE,37965.0,36.9309,36.67,36.9,37.12,36.5,2023-02-16,330.0
V,3865852.0,226.8114,226.07,225.83,228.36,225.67,2023-02-16,61510.0
PFS,358608.0,23.6834,23.43,23.72,23.85,23.38,2023-02-16,5319.0
AEY,2384.9,14.669,14.3,14.8,14.9,14.3,2023-02-16,81.0
RENN,73301.0,1.756,1.78,1.73,1.83,1.72,2023-02-16,385.0
ZWS,1029748.0,23.7314,23.97,23.53,24.1,23.47,2023-02-16,12174.0
TDSD,18801.0,21.7439,21.68,21.63,21.78,21.63,2023-02-16,20.0
RLX,7181022.0,2.2487,2.23,2.24,2.31,2.175,2023-02-16,16245.0
NUBD,74989.0,21.9439,21.96,21.91,21.96,21.89,2023-02-16,195.0
ACCO,625903.0,5.7748,5.6,5.83,5.86,5.58,2023-02-16,4406.0
PRA,231872.0,19.6872,19.54,19.72,19.8,19.45,2023-02-16,3148.0
AMD,57755166.0,81.9227,82.98,80.08,83.35,80.05,2023-02-16,377176.0
DRIP,2892578.0,13.3192,13.39,13.67,13.7,13.0457,2023-02-16,8940.0
NMCO,190900.0,11.7256,11.91,11.55,11.98,11.54,2023-02-16,826.0
KBE,1034156.0,49.4474,49.38,49.29,49.8,49.17,2023-02-16,8855.0
TMPO,78600.0,1.4226,1.34,1.44,1.55,1.31,2023-02-16,726.0
YTPG,31690.0,9.9125,9.95,9.91,9.95,9.91,2023-02-16,65.0
AIT,231329.0,141.6897,140.51,141.38,143.13,140.51,2023-02-16,6403.0
CYTK,931922.0,44.0594,42.5,44.13,44.97,42.3,2023-02-16,11636.0
JG,6252.05,13.954,14.38,13.996,14.398,13.62,2023-02-16,353.0
DVAL,5581.0,12.3202,12.29,12.28,12.36,12.28,2023-02-16,34.0
EFU,10627.0,10.4171,10.39,10.3532,10.44,10.2799,2023-02-16,39.0
AAL,15054680.0,16.5211,16.59,16.39,16.67,16.36,2023-02-16,52987.0
SNV,671405.0,43.4786,43.16,43.28,43.94,42.9,2023-02-16,9548.0
PXJ,80351.0,28.741,28.5,28.55,29.0,28.425,2023-02-16,577.0
NVS,1556527.0,86.0415,85.89,85.96,86.365,85.62,2023-02-16,17220.0
TMFX,5592.0,16.0994,15.91,15.9722,16.17,15.91,2023-02-16,43.0
ELEV,58010.0,0.9943000000000001,0.9500000000000001,0.99,1.0,0.9500000000000001,2023-02-16,232.0
HAP,6821.0,51.0167,50.63,50.8026,51.2026,50.63,2023-02-16,55.0
INDT,12357.0,63.1626,63.02,63.15,63.79,62.87,2023-02-16,309.0
VOD,7804544.0,12.2668,12.26,12.2,12.355,12.165,2023-02-16,25063.0
OUNZ,1373895.0,17.8278,17.76,17.8,17.886,17.72,2023-02-16,1026.0
SFY,97006.0,14.5349,14.44,14.41,14.5843,14.41,2023-02-16,422.0
BTCM,331332.0,3.4679,3.4,3.27,3.77,3.11,2023-02-16,2765.0
AEYE,19731.0,7.0302,6.97,7.09,7.09,6.86,2023-02-16,194.0
UWM,612803.0,37.758,37.08,37.42,38.31,36.9,2023-02-16,3870.0
AELpA,21483.0,22.6184,22.56,22.69,22.78,22.465,2023-02-16,757.0
SMBK,28497.0,27.4743,27.62,27.51,27.74,27.38,2023-02-16,524.0
CINGW,500.0,0.2444,0.2026,0.2584,0.30000000000000004,0.2026,2023-02-16,3.0
IPVI,7717.0,10.2003,10.2,10.2,10.21,10.2,2023-02-16,22.0
AUPH,2110712.0,7.7055,7.69,7.61,7.8699,7.55,2023-02-16,13668.0
ROIC,1867224.0,14.6983,14.62,14.73,14.88,14.17,2023-02-16,13121.0
CLX,795204.0,152.6621,152.19,152.67,153.34,151.38,2023-02-16,18061.0
PARAP,47941.0,33.268,33.25,33.07,34.04,31.73,2023-02-16,673.0
PSFE,291288.0,22.6068,22.77,22.12,23.18,22.05,2023-02-16,6458.0
SYFpA,61240.0,19.2615,19.26,19.24,19.34,19.13,2023-02-16,677.0
INDY,75625.0,42.1704,42.12,42.22,42.36,42.01,2023-02-16,1123.0
CNET,127001.0,1.8044,1.8599999999999999,1.81,1.8599999999999999,1.77,2023-02-16,359.0
EHC,1006755.0,62.6713,61.53,62.48,63.26,61.39,2023-02-16,10170.0
SHYG,1868244.0,41.2697,41.328,41.21,41.3799,41.175,2023-02-16,5503.0
REW,17942.0,15.9257,16.01,16.09,16.15,15.6601,2023-02-16,174.0
PRN,4072.0,96.8235,96.56,96.79,97.51,95.765,2023-02-16,85.0
DRVN,417983.0,29.3774,29.22,29.28,29.67,29.0,2023-02-16,7272.0
TEL,1688364.0,132.003,130.22,132.0,132.8219,130.19,2023-02-16,22771.0
PXS,95939.0,5.5067,5.59,5.42,5.77,5.32,2023-02-16,604.0
TILE,342080.0,11.483,11.32,11.5,11.63,11.25,2023-02-16,4127.0
SYBT,56847.0,58.7057,58.81,58.57,59.19,58.17,2023-02-16,1617.0
GPS,5134154.0,13.9044,13.84,13.8,14.05,13.71,2023-02-16,36001.0
X,5568481.0,29.9283,29.81,29.79,30.42,29.5,2023-02-16,44343.0
EZM,18630.0,54.7493,54.28,54.48,55.0713,54.19,2023-02-16,166.0
MTN,252551.0,249.8697,250.08,248.27,253.165,247.44,2023-02-16,8007.0
NANC,14000.0,25.0577,25.0,24.86,25.1997,24.86,2023-02-16,524.0
MMIT,65792.0,24.3376,24.34,24.3,24.4,24.3,2023-02-16,266.0
CSII,1486842.0,19.6973,19.7,19.7,19.73,19.685,2023-02-16,8411.0
PVI,17765.0,24.961,24.97,24.97,24.97,24.94,2023-02-16,88.0
EPRpG,7421.0,20.0399,19.91,20.03,20.1302,19.9044,2023-02-16,105.0
NMTC,26745.0,1.7156,1.83,1.705,1.83,1.6503,2023-02-16,447.0
HRTG,85530.0,2.3144,2.22,2.22,2.42,2.2,2023-02-16,676.0
SLN,60302.0,12.8592,12.85,12.8,12.99,12.7,2023-02-16,822.0
TPHE,2069.0,24.2317,24.09,24.2027,24.311,24.09,2023-02-16,17.0
GHY,66415.0,11.6086,11.62,11.55,11.64,11.55,2023-02-16,425.0
TX,248536.0,41.0657,41.23,41.24,41.57,40.48,2023-02-16,4108.0
AMRN,3725090.0,1.8820000000000001,1.92,1.87,1.9300000000000002,1.85,2023-02-16,6790.0
QSI,614357.0,2.0484,2.12,2.02,2.15,2.0,2023-02-16,3801.0
BMEZ,408458.0,16.468,16.21,16.46,16.64,16.21,2023-02-16,2462.0
DSGX,94463.0,76.0912,77.23,75.27,77.23,75.27,2023-02-16,2522.0
MORF,347121.0,39.6666,39.21,39.71,40.05,39.06,2023-02-16,5724.0
FDS,120831.0,429.988,428.19,427.17,435.0,427.13,2023-02-16,6056.0
FEAM,185900.0,7.8266,8.12,7.69,8.12,7.66,2023-02-16,3290.0
WIA,33914.0,8.8894,8.91,8.87,8.93,8.85,2023-02-16,201.0
ITEQ,68897.0,48.3383,48.4,47.9045,48.45,47.9045,2023-02-16,78.0
CLNN,395856.0,1.2476,1.27,1.28,1.28,1.2101,2023-02-16,2217.0
IBM,2965495.0,135.1995,135.57,135.0,135.9672,134.59,2023-02-16,39101.0
PEAK,5302940.0,25.8439,25.69,25.96,26.24,25.19,2023-02-16,38381.0
CSWI,73820.0,141.1524,140.5,139.98,143.3427,139.53,2023-02-16,2186.0
FSBW,9639.0,36.8523,36.76,36.91,37.0,36.61,2023-02-16,263.0
INZY,44503761.0,3.0307,3.22,2.7,3.39,2.62,2023-02-16,150424.0
GBIO,209172.0,4.9646,5.42,4.8,5.42,4.79,2023-02-16,2597.0
WING,1250713.0,176.3555,171.91,172.79,180.97,171.4,2023-02-16,26258.0
SBRA,1748705.0,13.0537,12.86,13.05,13.12,12.83,2023-02-16,15389.0
ZION,935041.0,51.5709,51.65,51.39,51.95,51.24,2023-02-16,16447.0
FBNC,174822.0,41.5087,41.89,41.42,42.34,41.195,2023-02-16,3360.0
BITQ,151428.0,6.047,6.0,5.86,6.39,5.79,2023-02-16,739.0
FREL,200001.0,27.0232,26.9,26.94,27.18,26.62,2023-02-16,1423.0
KROP,483.0,15.6609,15.62,15.6316,15.69,15.59,2023-02-16,23.0
CLH,335101.0,135.1326,132.2,134.81,136.475,132.2,2023-02-16,6810.0
TBI,225353.0,18.9493,18.63,19.11,19.14,18.61,2023-02-16,4003.0
IWB,565340.0,226.6812,226.21,225.82,228.44,225.81,2023-02-16,4155.0
LNZA,72732.0,6.0168,6.42,5.45,6.95,5.4,2023-02-16,789.0
ENOB,25379.0,1.0027,1.0,1.0,1.0199,1.0,2023-02-16,362.0
SNEX,191250.0,69.2143,69.6933,68.84,69.8733,68.7933,2023-02-16,3870.0
INO,304451.75,18.2388,18.6,18.12,18.9,17.88,2023-02-16,9247.0
CYRX,257768.0,21.756,21.53,21.3,22.13,21.28,2023-02-16,5947.0
TDOC,4935973.0,31.079,30.83,30.42,31.96,30.0,2023-02-16,51438.0
SSL,248131.0,16.7089,16.7,16.66,16.8054,16.615,2023-02-16,2857.0
TG,87731.0,11.9724,11.74,12.03,12.085,11.71,2023-02-16,1976.0
SUSC,264455.0,22.5914,22.6,22.55,22.6399,22.54,2023-02-16,1415.0
GMBLP,4925.0,5.4914,5.68,5.3801,5.776,5.31,2023-02-16,55.0
AMTX,399108.0,4.6743,4.8,4.51,4.84,4.44,2023-02-16,3668.0
DSS,2817.85,4.876,4.8,4.85,5.0459,4.8,2023-02-16,300.0
VIXM,30758.0,25.7311,25.7582,25.92,25.935,25.3604,2023-02-16,208.0
BALY,416830.0,20.6338,20.44,20.5,20.8,20.3287,2023-02-16,6279.0
CTXR,590696.0,1.2205,1.22,1.22,1.25,1.2,2023-02-16,2145.0
DCPH,632647.0,14.9384,15.33,14.78,15.47,14.74,2023-02-16,8019.0
XPH,27644.0,42.5151,42.5,42.47,42.82,42.191,2023-02-16,318.0
SSNC,993172.0,62.3944,62.02,62.32,62.69,61.89,2023-02-16,16964.0
BUFB,6929.0,24.3299,24.31,24.2784,24.43,24.2784,2023-02-16,28.0
SWK,1820145.0,90.1971,90.13,90.2,91.05,88.94,2023-02-16,26799.0
WAT,478710.0,327.3277,332.25,327.33,332.25,325.39,2023-02-16,12759.0
FWRG,146574.0,16.3303,16.07,16.29,16.5,15.975,2023-02-16,2431.0
BLDG,2580.0,27.2055,27.17,27.2234,27.31,27.0999,2023-02-16,33.0
BKUI,206.0,49.0306,49.03,49.035,49.035,49.03,2023-02-16,8.0
EXK,1703860.0,3.1127,3.05,3.13,3.17,3.04,2023-02-16,4561.0
FCUV,78924.0,3.8697,4.0733,3.8133,4.0733,3.74,2023-02-16,633.0
SLAB,538061.0,187.0962,184.96,186.03,190.015,182.81,2023-02-16,12041.0
GMAB,318413.0,39.2471,39.19,39.1,39.445,39.08,2023-02-16,5703.0
HQY,784398.0,66.4051,65.86,66.1,67.36,65.48,2023-02-16,14627.0
XLF,34379073.0,36.4859,36.4,36.38,36.66,36.31,2023-02-16,73655.0
PRDO,358117.0,14.2783,14.21,14.36,14.4,14.0,2023-02-16,4702.0
LGH,17789.0,35.6704,35.88,35.3704,35.88,35.3704,2023-02-16,68.0
FLMI,9326.0,23.8159,23.88,23.755,23.88,23.755,2023-02-16,68.0
AGIO,587106.0,27.2481,27.21,27.12,27.825,26.82,2023-02-16,9209.0
THRX,159998.0,10.76,10.93,10.68,11.14,10.54,2023-02-16,2042.0
RCAT,76243.0,1.2117,1.2,1.23,1.24,1.17,2023-02-16,291.0
WWD,313550.0,102.1838,102.29,101.59,103.085,101.275,2023-02-16,8641.0
FAZ,1654301.0,15.9748,16.04,16.11,16.17,15.75,2023-02-16,7748.0
MAPSW,673.0,0.1948,0.2,0.179899,0.2,0.179899,2023-02-16,6.0
LSBK,10664.0,12.3288,12.63,12.22,12.63,12.22,2023-02-16,115.0
HFFG,55199.0,4.3402,4.34,4.27,4.5,4.18,2023-02-16,521.0
JPMpK,122851.0,20.7042,20.75,20.63,20.8,20.58,2023-02-16,776.0
HDB,1503998.0,69.3459,69.06,69.23,69.75,68.83,2023-02-16,16866.0
LASR,220188.0,13.5678,13.28,13.66,13.85,13.14,2023-02-16,3403.0
OXBR,28335.0,2.0642,2.0,2.05,2.11,1.99,2023-02-16,147.0
VRTV,79458.0,137.5371,134.45,138.08,138.67,134.45,2023-02-16,3144.0
TDC,1354268.0,42.2744,41.88,42.26,42.79,41.61,2023-02-16,13315.0
CAE,499572.0,23.4918,23.24,23.59,23.8,23.01,2023-02-16,5515.0
GGLL,206884.0,20.1016,19.87,19.89,20.56,19.6399,2023-02-16,1238.0
ERH,21449.0,10.89,10.89,10.89,10.95,10.84,2023-02-16,123.0
CRC,479675.0,41.2497,40.79,40.86,41.85,40.77,2023-02-16,8901.0
KRUZ,14759.0,25.1373,25.11,25.0,25.27,25.0,2023-02-16,445.0
GT,4237721.0,11.7108,11.63,11.7,11.84,11.53,2023-02-16,26220.0
ENVA,222001.0,50.4133,50.26,50.55,50.76,49.95,2023-02-16,3824.0
WLDS,266956.0,0.935,0.931,0.9007000000000001,0.9797500000000001,0.8901,2023-02-16,765.0
DCF,16711.0,7.7994,7.8100000000000005,7.8,7.9,7.75,2023-02-16,51.0
PTHRU,2295.0,10.1608,10.16,10.17,10.17,10.16,2023-02-16,16.0
FRBK,124666.0,2.0167,2.07,1.99,2.07,1.99,2023-02-16,1192.0
XRTX,4973.1111,5.3127,5.2047,5.3991,5.4,5.2047,2023-02-16,146.0
AAP,1369386.0,150.1764,150.16,150.19,152.08,148.55,2023-02-16,28220.0
AVPT,232301.0,4.7864,4.76,4.78,4.8392,4.69,2023-02-16,2349.0
PALT,187582.0,3.1257,3.1,3.09,3.24,3.07,2023-02-16,1035.0
DRHpA,17265.0,25.1926,25.51,25.12,25.51,25.0,2023-02-16,138.0
ABT,3299037.0,106.4272,105.77,106.08,107.389,105.67,2023-02-16,39223.0
HDRO,19083.0,10.8713,10.82,10.79,10.94,10.7865,2023-02-16,303.0
NATI,1657933.0,52.2663,52.3,52.29,52.63,51.99,2023-02-16,15270.0
ATXG,6867.0,12.538,13.1,12.6,13.1,12.2,2023-02-16,473.0
VCLO,9685.0,5.2367,5.39,5.17,5.39,5.156,2023-02-16,43.0
UFPT,42056.0,111.9704,111.56,112.0,113.465,110.74,2023-02-16,1511.0
IGIC,47250.0,8.3248,8.36,8.37,8.41,8.3,2023-02-16,312.0
TPIF,5035.0,24.8789,24.79,24.88,25.03,24.79,2023-02-16,45.0
IYE,354881.0,46.5639,46.54,46.23,46.88,46.18,2023-02-16,2265.0
PRME,83116.0,18.9892,19.46,18.99,19.755,18.61,2023-02-16,2048.0
OXSQ,196016.0,3.5679,3.54,3.59,3.6,3.5,2023-02-16,838.0
CELU,26589.2,7.29,7.595,7.138,7.595,7.0,2023-02-16,1336.0
WSC,1462481.0,51.7898,51.35,51.45,52.16,51.3,2023-02-16,19554.0
BOAT,6622.0,30.324,30.22,30.3461,30.44,30.08,2023-02-16,61.0
RGEN,776564.0,198.8365,190.95,198.1,200.98,190.95,2023-02-16,16334.0
BLU,624206.0,7.7198,7.85,7.75,7.875,7.65,2023-02-16,3977.0
ACA,132296.0,59.2785,58.66,59.27,60.04,58.52,2023-02-16,3453.0
BGH,60145.0,13.5525,13.58,13.53,13.58,13.505,2023-02-16,400.0
LBAI,207016.0,19.4778,19.41,19.51,19.63,19.24,2023-02-16,3482.0
UHAL.B,131866.0,57.9334,57.53,57.7,58.395,57.49,2023-02-16,2688.0
SPIB,5394083.0,32.0819,32.11,32.06,32.13,32.0432,2023-02-16,7090.0
FCPI,18506.0,32.1181,32.03,31.94,32.28,31.88,2023-02-16,164.0
IDEV,376578.0,60.3933,60.07,60.28,60.64,59.98,2023-02-16,2318.0
OIA,42274.0,6.8825,6.95,6.8100000000000005,6.9599,6.79,2023-02-16,164.0
ROKU,43471734.0,73.0955,69.12,70.57,76.62,68.11,2023-02-16,343824.0
BLCO,808236.0,18.5642,18.0,18.66,18.98,17.71,2023-02-16,7172.0
NFYS,25107.0,10.1101,10.14,10.11,10.14,10.11,2023-02-16,21.0
GRX,15200.0,10.3816,10.3,10.36,10.4,10.29,2023-02-16,82.0
LOOP,81118.0,2.2533,2.22,2.26,2.3,2.22,2023-02-16,433.0
FRD,46358.0,11.4062,11.44,11.45,11.47,11.25,2023-02-16,192.0
LII,284017.0,267.3524,261.43,266.85,269.75,261.37,2023-02-16,8889.0
TpC,146642.0,20.129,20.24,20.0,20.28,20.0,2023-02-16,1060.0
VBTX,231299.0,27.9865,28.36,27.79,28.36,27.77,2023-02-16,3820.0
CALF,519727.0,40.5662,40.18,40.48,40.81,40.0,2023-02-16,1426.0
MXI,172795.0,84.3471,83.71,84.3063,84.96,83.71,2023-02-16,209.0
OEC,597531.0,21.8627,21.38,21.81,22.02,21.3,2023-02-16,6604.0
IAF,63876.0,5.0964,5.05,5.12,5.15,5.03,2023-02-16,276.0
EWJV,30915.0,25.4586,25.37,25.51,25.51,25.335,2023-02-16,80.0
GLBE,1106561.0,28.7459,29.78,27.89,30.19,27.87,2023-02-16,15085.0
KEX,353287.0,73.8015,72.75,73.73,74.46,72.48,2023-02-16,7177.0
NOA,141154.0,16.589,15.85,16.3,17.0484,15.76,2023-02-16,1310.0
EYLD,58938.0,29.1839,29.05,29.205,29.28,28.811,2023-02-16,285.0
NUV,436578.0,8.8576,8.82,8.86,8.88,8.8,2023-02-16,1603.0
ATKR,328055.0,146.3211,145.85,145.63,147.66,145.51,2023-02-16,8181.0
GABC,42480.0,39.5022,39.21,39.35,39.8857,39.21,2023-02-16,1384.0
HY,38835.0,30.2481,30.3,30.38,30.62,29.72,2023-02-16,692.0
QURE,586253.0,20.2195,20.01,20.16,20.6,19.75,2023-02-16,7082.0
FONR,5622.0,17.5693,17.47,17.52,17.69,17.46,2023-02-16,76.0
WU,5141160.0,14.1361,14.08,14.1,14.24,14.02,2023-02-16,31895.0
NGMS,84881.0,15.0056,14.85,14.97,15.305,14.58,2023-02-16,1664.0
